reporting_month,sales_month,platform,country,artist_name,release_title,upc,track_title,isrc,quantity,unit_price,revenue,currency,sales_type
2025-01,2025-01,YouTube Official Content,Sweden,Wild Horizon,Roadside Ballads,3462475107993,Road Ballad,US-AMR-25-00103,274,0.0038,1.04,USD,Stream
2025-01,2025-01,Pandora,United States,Wild Horizon,Wild Frontier,1182449353486,End of the Road,US-AMR-25-00113,762,0.0073,5.56,USD,Stream
2025-02,2025-02,YouTube Official Content,United States,Midnight Echo,Nocturnal Whispers,6247317810807,Moonlit Voice,US-AMR-25-00078,9527,0.0046,43.82,USD,Stream
2025-02,2025-02,Apple Music,Japan,Wild Horizon,Endless Journey,2784980841249,Forever Road,US-AMR-25-00104,2880,0.0103,29.66,USD,Stream
2025-03,2025-03,Deezer,Germany,Neon Sky,City Reflections,6342160733751,Starlight Parade,US-AMR-25-00128,11323,0.0062,70.2,USD,Stream
2025-03,2025-03,Spotify,United States,Midnight Echo,Nocturnal Whispers,6247317810807,Whispering Shadows,US-AMR-25-00080,5806,0.0057,33.09,USD,Stream
2025-03,2025-03,Spotify,Spain,Crystal Beats,Synthetic Waves,4893252880959,Wave Rider,US-AMR-25-00055,3679,0.0044,16.19,USD,Stream
2025-01,2025-01,Spotify,United States,Neon Sky,Skyline Echoes,8262045053317,City Pulse,US-AMR-25-00122,4526,0.0059,26.7,USD,Stream
2025-03,2025-03,Pandora,United States,Neon Sky,City Reflections,6342160733751,Starlight Parade,US-AMR-25-00128,7249,0.0073,52.92,USD,Stream
2025-02,2025-02,Apple Music,United Kingdom,Crystal Beats,Digital Dreams,5146270482810,Digital Reflection,US-AMR-25-00050,5074,0.0101,51.25,USD,Stream
2025-03,2025-03,Apple Music,Canada,John Legend,The Legend Continues,1849593103410,Melody Keeper,US-AMR-25-00021,12055,0.0109,131.4,USD,Stream
2025-01,2025-01,Qobuz,France,Crystal Beats,Pulse Reactor,5098393010312,Pulse Reactor,US-AMR-25-00051,3836,0.005,19.18,USD,Stream
2025-01,2025-01,Apple Music,Israel,Midnight Echo,Silent Screams,106513338729,Silent Screams,US-AMR-25-00074,8166,0.0073,59.61,USD,Stream
2025-03,2025-03,Spotify,United Kingdom,Electric Avenue,Voltage Highway,6474687234302,Electric Storm,US-AMR-25-00083,5570,0.0062,34.53,USD,Stream
2025-03,2025-03,Apple Music,United States,Neon Sky,Lights of Tomorrow,7868011280599,Skyline Radiance,US-AMR-25-00117,3960,0.0101,40.0,USD,Stream
2025-03,2025-03,Spotify,United States,Wild Horizon,Dust & Freedom,9091699854358,Burning Miles,US-AMR-25-00099,1270,0.0062,7.87,USD,Stream
2025-01,2025-01,YouTube UGC,United States,Wild Horizon,Dust & Freedom,9091699854358,Freedom Call,US-AMR-25-00094,2774,0.0014,3.88,USD,Creation
2025-02,2025-02,Soundcloud,United States,Electric Avenue,Night Drive,9805009788208,Midnight Highway,US-AMR-25-00088,7418,0.0046,34.12,USD,Stream
2025-02,2025-02,YouTube Official Content,Poland,Amy Winters,Autumn Leaves,1669784801846,Autumn Dreams,US-AMR-25-00043,2893,0.0033,9.55,USD,Stream
2025-01,2025-01,Facebook and Instagram,United States,Crystal Beats,Bassline Revolution,1822782489632,Pulse Reactor,US-AMR-25-00051,760,0.0015,1.14,USD,Creation
2025-03,2025-03,YouTube Official Content,United States,Crystal Beats,Synthetic Waves,4893252880959,Synth Tide,US-AMR-25-00053,1621,0.0044,7.13,USD,Stream
2025-03,2025-03,Spotify,United States,Crystal Beats,Crystal Energy,8346578713310,Energy Flow,US-AMR-25-00064,2878,0.0057,16.4,USD,Stream
2025-03,2025-03,Spotify,United States,John Legend,Gentle Touch,3164752553416,Gentle Touch,US-AMR-25-00012,1376,0.0057,7.84,USD,Stream
2025-03,2025-03,Spotify,United States,Crystal Beats,Crystal Energy,8346578713310,Energy Flow,US-AMR-25-00064,1611,0.0061,9.83,USD,Stream
2025-02,2025-02,TikTok,India,John Legend,Smooth Horizons,1615594078169,Ocean Breeze,US-AMR-25-00013,10145,0.0008,8.12,USD,Creation
2025-01,2025-01,YouTube UGC,United States,Wild Horizon,Dust & Freedom,9091699854358,Ride or Die,US-AMR-25-00100,1155,0.0015,1.73,USD,Creation
2025-03,2025-03,Spotify,Ukraine,Neon Sky,Starlight Parade,4330365414584,Starlight Parade,US-AMR-25-00128,4270,0.0038,16.23,USD,Stream
2025-01,2025-01,YouTube UGC,Mexico,Crystal Beats,Synthetic Waves,4893252880959,Synth Tide,US-AMR-25-00053,708,0.0008,0.57,USD,Creation
2025-01,2025-01,Apple Music,United Kingdom,Wild Horizon,Dust & Freedom,9091699854358,Ride or Die,US-AMR-25-00100,303,0.0108,3.27,USD,Stream
2025-02,2025-02,Apple Music,United States,Midnight Echo,Silent Screams,106513338729,Silent Screams,US-AMR-25-00074,13142,0.0105,137.99,USD,Stream
2025-03,2025-03,Pandora,United States,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,9402,0.0079,74.28,USD,Stream
2025-02,2025-02,YouTube Official Content,United States,Midnight Echo,Nocturnal Whispers,6247317810807,Moonlit Voice,US-AMR-25-00078,14222,0.0045,64.0,USD,Stream
2025-01,2025-01,YouTube UGC,Czech Republic,Wild Horizon,Roadside Ballads,3462475107993,Countryside Tales,US-AMR-25-00101,891,0.001,0.89,USD,Creation
2025-01,2025-01,Apple Music,United States,John Legend,The Legend Continues,1849593103410,Melody Keeper,US-AMR-25-00021,5625,0.0101,56.81,USD,Stream
2025-03,2025-03,Spotify,United States,Neon Sky,Starlight Parade,4330365414584,Starlight Parade,US-AMR-25-00128,5306,0.0059,31.31,USD,Stream
2025-03,2025-03,Spotify,Poland,Midnight Echo,Shadow Symphony,7376311656674,Phantom Melody,US-AMR-25-00075,7194,0.0042,30.21,USD,Stream
2025-02,2025-02,YouTube Official Content,Colombia,John Legend,Legacy of Soul,9283276483505,Timeless Love,US-AMR-25-00011,4804,0.0031,14.89,USD,Stream
2025-03,2025-03,Apple Music,United Kingdom,Wild Horizon,Roadside Ballads,3462475107993,Countryside Tales,US-AMR-25-00101,3377,0.0107,36.13,USD,Stream
2025-01,2025-01,Spotify,Switzerland,Wild Horizon,Endless Journey,2784980841249,Burning Miles,US-AMR-25-00099,1340,0.0059,7.91,USD,Stream
2025-03,2025-03,Apple Music,Australia,Crystal Beats,Bassline Revolution,1822782489632,Beat Surge,US-AMR-25-00059,1363,0.0101,13.77,USD,Stream
2025-01,2025-01,YouTube Official Content,United States,Crystal Beats,Pulse Reactor,5098393010312,Pulse Reactor,US-AMR-25-00051,5451,0.0047,25.62,USD,Stream
2025-02,2025-02,Pandora,United States,Crystal Beats,Crystal Energy,8346578713310,Electric Crystals,US-AMR-25-00065,822,0.0071,5.84,USD,Stream
2025-02,2025-02,Spotify,Australia,Midnight Echo,Silent Screams,106513338729,Silent Screams,US-AMR-25-00074,16672,0.0062,103.37,USD,Stream
2025-02,2025-02,YouTube Official Content,Belgium,Midnight Echo,Silent Screams,106513338729,Silent Screams,US-AMR-25-00074,4398,0.0032,14.07,USD,Stream
2025-01,2025-01,YouTube Official Content,Netherlands,Wild Horizon,Burning Miles,7401640052429,Burning Miles,US-AMR-25-00099,573,0.004,2.29,USD,Stream
2025-01,2025-01,TikTok,Italy,John Legend,Smooth Horizons,1615594078169,Timeless Love,US-AMR-25-00011,5833,0.0008,4.67,USD,Creation
2025-03,2025-03,Pandora,United States,Amy Winters,Frozen Tears,5328710122696,Frozen Tears,US-AMR-25-00037,4833,0.0073,35.28,USD,Stream
2025-03,2025-03,Apple Music,Belgium,Wild Horizon,Dust & Freedom,9091699854358,Wild Escape,US-AMR-25-00097,1396,0.0079,11.03,USD,Stream
2025-03,2025-03,Deezer,United Kingdom,Crystal Beats,Bassline Revolution,1822782489632,Neon Hearts,US-AMR-25-00052,6600,0.006,39.6,USD,Stream
2025-01,2025-01,Apple Music,Canada,Amy Winters,Whispering Winds,3056413953768,Northern Wind,US-AMR-25-00032,5653,0.0106,59.92,USD,Stream
2025-02,2025-02,Spotify,Other,John Legend,Blue Moon Serenade,1043321819608,Gentle Breeze,US-AMR-25-00004,1717,0.004,6.87,USD,Stream
2025-01,2025-01,Spotify,Morocco,John Legend,The Legend Continues,1849593103410,Timeless Soul,US-AMR-25-00020,1433,0.0039,5.59,USD,Stream
2025-03,2025-03,Pandora,United States,Electric Avenue,Night Drive,9805009788208,Midnight Highway,US-AMR-25-00088,9147,0.0071,64.94,USD,Stream
2025-03,2025-03,Apple Music,United States,Neon Sky,Skyline Echoes,8262045053317,Urban Echo,US-AMR-25-00121,16346,0.0102,166.73,USD,Stream
2025-02,2025-02,Apple Music,United States,Neon Sky,City Reflections,6342160733751,Neon Rain,US-AMR-25-00124,9373,0.0102,95.6,USD,Stream
2025-01,2025-01,Apple Music,Canada,Neon Sky,Starlight Parade,4330365414584,Starlight Parade,US-AMR-25-00128,6060,0.0104,63.02,USD,Stream
2025-02,2025-02,Pandora,Canada,Amy Winters,Autumn Leaves,1669784801846,Autumn Dreams,US-AMR-25-00043,2140,0.0078,16.69,USD,Stream
2025-01,2025-01,Facebook and Instagram,United States,Wild Horizon,Wild Frontier,1182449353486,End of the Road,US-AMR-25-00113,1523,0.0014,2.13,USD,Creation
2025-03,2025-03,TikTok,Canada,John Legend,Blue Moon Serenade,1043321819608,Celestial Dreams,US-AMR-25-00007,1795,0.0012,2.15,USD,Creation
2025-01,2025-01,Deezer,Mexico,John Legend,Legacy of Soul,9283276483505,Timeless Love,US-AMR-25-00011,2014,0.0032,6.44,USD,Stream
2025-01,2025-01,YouTube Official Content,Australia,Electric Avenue,Voltage Highway,6474687234302,Final Discharge,US-AMR-25-00087,2058,0.0046,9.47,USD,Stream
2025-03,2025-03,Deezer,Ukraine,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,5583,0.0041,22.89,USD,Stream
2025-02,2025-02,Soundcloud,United Kingdom,Neon Sky,City Reflections,6342160733751,Mirror Streets,US-AMR-25-00125,1966,0.0044,8.65,USD,Stream
2025-01,2025-01,YouTube Official Content,Other,John Legend,Legacy of Soul,9283276483505,Harmony’s End,US-AMR-25-00027,3199,0.003,9.6,USD,Stream
2025-01,2025-01,Apple Music,Other,Wild Horizon,Wild Frontier,1182449353486,Untamed Lands,US-AMR-25-00107,1641,0.0069,11.32,USD,Stream
2025-01,2025-01,TikTok,United States,Crystal Beats,Synthetic Waves,4893252880959,Artificial Breeze,US-AMR-25-00054,4100,0.0012,4.92,USD,Creation
2025-03,2025-03,Pandora,United States,Crystal Beats,Crystal Energy,8346578713310,Neon Hearts,US-AMR-25-00052,3212,0.0077,24.73,USD,Stream
2025-01,2025-01,Apple Music,Sweden,John Legend,Legacy of Soul,9283276483505,Legacy Anthem,US-AMR-25-00024,12757,0.009,114.81,USD,Stream
2025-03,2025-03,Apple Music,Japan,Midnight Echo,Shadow Symphony,7376311656674,Dark Harmony,US-AMR-25-00077,11857,0.011,130.43,USD,Stream
2025-03,2025-03,Pandora,United States,Electric Avenue,Electric Sunrise,8121913619393,Electric Sunrise,US-AMR-25-00091,2831,0.0078,22.08,USD,Stream
2025-02,2025-02,YouTube Official Content,United States,John Legend,Blue Moon Serenade,1043321819608,Celestial Dreams,US-AMR-25-00007,3213,0.0045,14.46,USD,Stream
2025-02,2025-02,YouTube Official Content,Argentina,Electric Avenue,Night Drive,9805009788208,Neon Road,US-AMR-25-00089,1600,0.0024,3.84,USD,Stream
2025-03,2025-03,Spotify,Mexico,John Legend,Blue Moon Serenade,1043321819608,Serenade of the Stars,US-AMR-25-00003,3468,0.0031,10.75,USD,Stream
2025-03,2025-03,Tidal,United States,John Legend,Legacy of Soul,9283276483505,Legacy Anthem,US-AMR-25-00024,17259,0.0086,148.43,USD,Stream
2025-03,2025-03,KKBOX,Japan,Wild Horizon,Wild Frontier,1182449353486,Brave Escape,US-AMR-25-00112,5104,0.0047,23.99,USD,Stream
2025-03,2025-03,Qobuz,France,Electric Avenue,Voltage Highway,6474687234302,Road to Energy,US-AMR-25-00082,8824,0.0054,47.65,USD,Stream
2025-01,2025-01,Spotify,United States,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,2610,0.0061,15.92,USD,Stream
2025-03,2025-03,YouTube Official Content,Other,Midnight Echo,Moonlit Shadows,1326773602609,Moonlit Shadows,US-AMR-25-00073,1321,0.0031,4.1,USD,Stream
2025-02,2025-02,Spotify,France,Neon Sky,Lights of Tomorrow,7868011280599,Tomorrow’s Horizon,US-AMR-25-00116,6557,0.0055,36.06,USD,Stream
2025-01,2025-01,YouTube UGC,India,Amy Winters,Autumn Leaves,1669784801846,September Song,US-AMR-25-00041,2992,0.001,2.99,USD,Creation
2025-02,2025-02,Spotify,Belgium,Midnight Echo,Silent Screams,106513338729,Silent Screams,US-AMR-25-00074,11818,0.0046,54.36,USD,Stream
2025-01,2025-01,YouTube Official Content,United Kingdom,Midnight Echo,Moonlit Shadows,1326773602609,Moonlit Shadows,US-AMR-25-00073,3264,0.0045,14.69,USD,Stream
2025-03,2025-03,Apple Music,United States,Midnight Echo,Silent Screams,106513338729,Silent Screams,US-AMR-25-00074,1481,0.0106,15.7,USD,Stream
2025-01,2025-01,Spotify,Japan,Neon Sky,City Reflections,6342160733751,Mirror Streets,US-AMR-25-00125,7800,0.0058,45.24,USD,Stream
2025-03,2025-03,Apple Music,United States,John Legend,Timeless Love,7940265423516,Timeless Love,US-AMR-25-00011,8090,0.0106,85.75,USD,Stream
2025-02,2025-02,Apple Music,Australia,Neon Sky,Skyline Echoes,8262045053317,Urban Echo,US-AMR-25-00121,13300,0.0101,134.33,USD,Stream
2025-03,2025-03,Spotify,Brazil,Midnight Echo,Shadow Symphony,7376311656674,Shadow Waltz,US-AMR-25-00076,2709,0.0032,8.67,USD,Stream
2025-03,2025-03,YouTube Official Content,United States,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,1460,0.0047,6.86,USD,Stream
2025-01,2025-01,Spotify,Italy,Neon Sky,Starlight Parade,4330365414584,Starlight Parade,US-AMR-25-00128,5181,0.0042,21.76,USD,Stream
2025-02,2025-02,Apple Music,United Kingdom,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,10368,0.0104,107.83,USD,Stream
2025-03,2025-03,Pandora,United States,Crystal Beats,Bassline Revolution,1822782489632,Bass Drop,US-AMR-25-00056,2874,0.0078,22.42,USD,Stream
2025-02,2025-02,TikTok,India,Wild Horizon,Endless Journey,2784980841249,Burning Miles,US-AMR-25-00099,1235,0.0008,0.99,USD,Creation
2025-01,2025-01,YouTube Official Content,Other,John Legend,Blue Moon Serenade,1043321819608,Midnight Whisper,US-AMR-25-00006,3137,0.0031,9.72,USD,Stream
2025-02,2025-02,Apple Music,United States,Amy Winters,Whispering Winds,3056413953768,Northern Wind,US-AMR-25-00032,6204,0.0107,66.38,USD,Stream
2025-02,2025-02,Spotify,Japan,Midnight Echo,Nocturnal Whispers,6247317810807,Whispering Shadows,US-AMR-25-00080,6394,0.006,38.36,USD,Stream
2025-03,2025-03,Pandora,United States,Midnight Echo,Silent Screams,106513338729,Silent Screams,US-AMR-25-00074,8431,0.0079,66.6,USD,Stream
2025-02,2025-02,TikTok,South Korea,Crystal Beats,Crystal Energy,8346578713310,Electric Crystals,US-AMR-25-00065,1335,0.001,1.33,USD,Creation
2025-02,2025-02,Apple Music,Spain,Neon Sky,Skyline Echoes,8262045053317,City Pulse,US-AMR-25-00122,958,0.0075,7.18,USD,Stream
2025-02,2025-02,Apple Music,United Kingdom,Midnight Echo,Shadow Symphony,7376311656674,Phantom Melody,US-AMR-25-00075,326,0.0106,3.46,USD,Stream
2025-02,2025-02,Apple Music,Indonesia,John Legend,Smooth Horizons,1615594078169,Timeless Love,US-AMR-25-00011,3328,0.0069,22.96,USD,Stream
2025-02,2025-02,Melon,Japan,Amy Winters,Frozen Tears,5328710122696,Frozen Tears,US-AMR-25-00037,10435,0.0047,49.04,USD,Stream
2025-03,2025-03,Spotify,United States,Amy Winters,Twilight Melodies,7242388496966,Twilight Symphony,US-AMR-25-00039,3082,0.0058,17.88,USD,Stream
2025-02,2025-02,Spotify,Germany,Wild Horizon,Roadside Ballads,3462475107993,Highway Song,US-AMR-25-00102,408,0.0058,2.37,USD,Stream
2025-03,2025-03,Apple Music,United Kingdom,Midnight Echo,Silent Screams,106513338729,Silent Screams,US-AMR-25-00074,8783,0.0108,94.86,USD,Stream
2025-01,2025-01,Spotify,Argentina,Amy Winters,Frozen Tears,5328710122696,Frozen Tears,US-AMR-25-00037,2539,0.0031,7.87,USD,Stream
2025-02,2025-02,Soundcloud,United States,Amy Winters,Autumn Leaves,1669784801846,Autumn Dreams,US-AMR-25-00043,3313,0.0047,15.57,USD,Stream
2025-01,2025-01,Spotify,Japan,Midnight Echo,Echoes in the Dark,518347382999,Midnight Reflection,US-AMR-25-00067,6963,0.0059,41.08,USD,Stream
2025-03,2025-03,Spotify,Germany,John Legend,Gentle Touch,3164752553416,Gentle Touch,US-AMR-25-00012,3076,0.0063,19.38,USD,Stream
2025-03,2025-03,YouTube UGC,Mexico,Neon Sky,Starlight Parade,4330365414584,Starlight Parade,US-AMR-25-00128,4392,0.0008,3.51,USD,Creation
2025-01,2025-01,YouTube UGC,China,Amy Winters,Twilight Melodies,7242388496966,Evening Ballad,US-AMR-25-00038,5505,0.001,5.5,USD,Creation
2025-01,2025-01,Spotify,United States,Wild Horizon,Burning Miles,7401640052429,Burning Miles,US-AMR-25-00099,181,0.0061,1.1,USD,Stream
2025-01,2025-01,Spotify,United States,John Legend,The Legend Continues,1849593103410,Final Encore,US-AMR-25-00022,4756,0.0061,29.01,USD,Stream
2025-02,2025-02,KKBOX,Japan,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,11216,0.0044,49.35,USD,Stream
2025-03,2025-03,TikTok,United States,Neon Sky,City Reflections,6342160733751,Urban Mirage,US-AMR-25-00127,9892,0.0012,11.87,USD,Creation
2025-03,2025-03,Spotify,United States,Wild Horizon,Burning Miles,7401640052429,Burning Miles,US-AMR-25-00099,114,0.006,0.68,USD,Stream
2025-01,2025-01,YouTube Official Content,Malaysia,John Legend,Legacy of Soul,9283276483505,Harmony’s End,US-AMR-25-00027,3391,0.0023,7.8,USD,Stream
2025-02,2025-02,Soundcloud,United States,Wild Horizon,Burning Miles,7401640052429,Burning Miles,US-AMR-25-00099,1093,0.0046,5.03,USD,Stream
2025-01,2025-01,Apple Music,United States,Electric Avenue,Night Drive,9805009788208,Neon Road,US-AMR-25-00089,2298,0.0109,25.05,USD,Stream
2025-02,2025-02,Spotify,Hungary,Wild Horizon,Burning Miles,7401640052429,Burning Miles,US-AMR-25-00099,199,0.0041,0.82,USD,Stream
2025-01,2025-01,YouTube Official Content,South Africa,Wild Horizon,Roadside Ballads,3462475107993,Road Ballad,US-AMR-25-00103,370,0.0025,0.93,USD,Stream
2025-01,2025-01,Spotify,Germany,Neon Sky,City Reflections,6342160733751,Mirror Streets,US-AMR-25-00125,8363,0.006,50.18,USD,Stream
2025-03,2025-03,Soundcloud,Germany,Midnight Echo,Shadow Symphony,7376311656674,Dark Harmony,US-AMR-25-00077,2324,0.0046,10.69,USD,Stream
2025-02,2025-02,Apple Music,Canada,John Legend,Blue Moon Serenade,1043321819608,Moonlight Reflection,US-AMR-25-00002,583,0.0103,6.0,USD,Stream
2025-02,2025-02,Deezer,Germany,Wild Horizon,Endless Journey,2784980841249,Forever Road,US-AMR-25-00104,2559,0.0062,15.87,USD,Stream
2025-01,2025-01,KKBOX,Japan,Midnight Echo,Shadow Symphony,7376311656674,Phantom Melody,US-AMR-25-00075,8428,0.0043,36.24,USD,Stream
2025-03,2025-03,YouTube Official Content,Netherlands,Neon Sky,Starlight Parade,4330365414584,Starlight Parade,US-AMR-25-00128,9543,0.004,38.17,USD,Stream
2025-01,2025-01,Pandora,United States,Wild Horizon,Endless Journey,2784980841249,Horizon Quest,US-AMR-25-00105,2009,0.0075,15.07,USD,Stream
2025-03,2025-03,YouTube Official Content,United States,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,6147,0.0047,28.89,USD,Stream
2025-01,2025-01,Apple Music,United Kingdom,Crystal Beats,Pulse Reactor,5098393010312,Pulse Reactor,US-AMR-25-00051,2226,0.0101,22.48,USD,Stream
2025-03,2025-03,YouTube Official Content,United States,Neon Sky,Skyline Echoes,8262045053317,Skyline Dreams,US-AMR-25-00123,4076,0.0046,18.75,USD,Stream
2025-03,2025-03,YouTube Official Content,Egypt,John Legend,Legacy of Soul,9283276483505,Echoing Memories,US-AMR-25-00026,3591,0.0029,10.41,USD,Stream
2025-02,2025-02,TikTok,Other,Wild Horizon,Endless Journey,2784980841249,Journey’s End,US-AMR-25-00106,3459,0.0008,2.77,USD,Creation
2025-01,2025-01,Spotify,United States,Midnight Echo,Echoes in the Dark,518347382999,Silent Echoes,US-AMR-25-00069,759,0.006,4.55,USD,Stream
2025-01,2025-01,TikTok,South Korea,Midnight Echo,Shadow Symphony,7376311656674,Shadow Waltz,US-AMR-25-00076,1197,0.001,1.2,USD,Creation
2025-03,2025-03,Spotify,United States,Amy Winters,Whispering Winds,3056413953768,Whispers of Love,US-AMR-25-00031,674,0.0062,4.18,USD,Stream
2025-01,2025-01,Facebook and Instagram,United States,Neon Sky,City Reflections,6342160733751,Starlight Parade,US-AMR-25-00128,2940,0.0016,4.7,USD,Creation
2025-02,2025-02,Spotify,United States,Midnight Echo,Nocturnal Whispers,6247317810807,Nighttime Secrets,US-AMR-25-00079,7104,0.0057,40.49,USD,Stream
2025-02,2025-02,Spotify,Japan,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,2361,0.0061,14.4,USD,Stream
2025-01,2025-01,TikTok,United States,John Legend,Blue Moon Serenade,1043321819608,Moonlight Reflection,US-AMR-25-00002,9191,0.0012,11.03,USD,Creation
2025-01,2025-01,Spotify,United States,Wild Horizon,Wild Frontier,1182449353486,Wild Chase,US-AMR-25-00109,500,0.0061,3.05,USD,Stream
2025-03,2025-03,Facebook and Instagram,United States,Wild Horizon,Roadside Ballads,3462475107993,Countryside Tales,US-AMR-25-00101,4020,0.0016,6.43,USD,Creation
2025-02,2025-02,Spotify,United Kingdom,Crystal Beats,Pulse Reactor,5098393010312,Pulse Reactor,US-AMR-25-00051,549,0.006,3.29,USD,Stream
2025-02,2025-02,Deezer,United Kingdom,Amy Winters,Whispering Winds,3056413953768,Falling Leaves,US-AMR-25-00035,1410,0.0062,8.74,USD,Stream
2025-02,2025-02,Spotify,France,Midnight Echo,Nocturnal Whispers,6247317810807,Nighttime Secrets,US-AMR-25-00079,14352,0.0054,77.5,USD,Stream
2025-03,2025-03,YouTube Official Content,United States,Crystal Beats,Synthetic Waves,4893252880959,Artificial Breeze,US-AMR-25-00054,5046,0.0045,22.71,USD,Stream
2025-01,2025-01,Apple Music,United Kingdom,Crystal Beats,Digital Dreams,5146270482810,Pulse Shift,US-AMR-25-00049,1105,0.0108,11.93,USD,Stream
2025-02,2025-02,YouTube Official Content,China,Crystal Beats,Pulse Reactor,5098393010312,Pulse Reactor,US-AMR-25-00051,906,0.003,2.72,USD,Stream
2025-02,2025-02,Apple Music,Spain,Electric Avenue,Night Drive,9805009788208,Neon Road,US-AMR-25-00089,2433,0.0079,19.22,USD,Stream
2025-02,2025-02,Deezer,France,Crystal Beats,Crystal Energy,8346578713310,Electric Crystals,US-AMR-25-00065,2797,0.005,13.98,USD,Stream
2025-02,2025-02,Pandora,United States,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,7368,0.0072,53.05,USD,Stream
2025-03,2025-03,YouTube Official Content,Ukraine,Midnight Echo,Moonlit Shadows,1326773602609,Moonlit Shadows,US-AMR-25-00073,1985,0.003,5.96,USD,Stream
2025-03,2025-03,Pandora,United States,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,3615,0.0073,26.39,USD,Stream
2025-01,2025-01,Spotify,Australia,John Legend,The Legend Continues,1849593103410,Legacy Tune,US-AMR-25-00016,7053,0.0061,43.02,USD,Stream
2025-02,2025-02,Spotify,France,Midnight Echo,Shadow Symphony,7376311656674,Shadow Waltz,US-AMR-25-00076,1777,0.0051,9.06,USD,Stream
2025-01,2025-01,Deezer,United Kingdom,Midnight Echo,Moonlit Shadows,1326773602609,Moonlit Shadows,US-AMR-25-00073,1365,0.006,8.19,USD,Stream
2025-02,2025-02,Apple Music,Israel,Midnight Echo,Moonlit Shadows,1326773602609,Moonlit Shadows,US-AMR-25-00073,3438,0.008,27.5,USD,Stream
2025-03,2025-03,YouTube Official Content,Indonesia,John Legend,Smooth Horizons,1615594078169,Horizon Dreams,US-AMR-25-00015,1752,0.0029,5.08,USD,Stream
2025-01,2025-01,Apple Music,China,Wild Horizon,Endless Journey,2784980841249,Burning Miles,US-AMR-25-00099,480,0.007,3.36,USD,Stream
2025-01,2025-01,Deezer,United Kingdom,Wild Horizon,Burning Miles,7401640052429,Burning Miles,US-AMR-25-00099,948,0.0062,5.88,USD,Stream
2025-02,2025-02,Deezer,Germany,John Legend,The Legend Continues,1849593103410,Timeless Soul,US-AMR-25-00020,8736,0.0062,54.16,USD,Stream
2025-02,2025-02,YouTube Official Content,United States,Crystal Beats,Digital Dreams,5146270482810,Digital Reflection,US-AMR-25-00050,4338,0.0046,19.95,USD,Stream
2025-01,2025-01,Pandora,United States,Wild Horizon,Dust & Freedom,9091699854358,Dusty Echoes,US-AMR-25-00093,1966,0.0078,15.33,USD,Stream
2025-02,2025-02,YouTube UGC,Brazil,Electric Avenue,Electric Sunrise,8121913619393,Electric Sunrise,US-AMR-25-00091,216,0.0008,0.17,USD,Creation
2025-01,2025-01,Apple Music,Peru,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,3018,0.0069,20.82,USD,Stream
2025-02,2025-02,Apple Music,Egypt,Crystal Beats,Bassline Revolution,1822782489632,Soundwave,US-AMR-25-00060,877,0.0068,5.96,USD,Stream
2025-01,2025-01,Facebook and Instagram,United States,Wild Horizon,Dust & Freedom,9091699854358,Desert Ride,US-AMR-25-00092,1927,0.0015,2.89,USD,Creation
2025-02,2025-02,YouTube Official Content,Italy,John Legend,The Legend Continues,1849593103410,Golden Ballad,US-AMR-25-00018,7618,0.0034,25.9,USD,Stream
2025-02,2025-02,YouTube UGC,Other,Electric Avenue,Night Drive,9805009788208,Midnight Highway,US-AMR-25-00088,2787,0.001,2.79,USD,Creation
2025-02,2025-02,Apple Music,United Kingdom,Wild Horizon,Burning Miles,7401640052429,Burning Miles,US-AMR-25-00099,1131,0.0108,12.21,USD,Stream
2025-01,2025-01,Deezer,United Kingdom,John Legend,Timeless Love,7940265423516,Timeless Love,US-AMR-25-00011,1044,0.0059,6.16,USD,Stream
2025-01,2025-01,Spotify,Canada,Crystal Beats,Crystal Energy,8346578713310,Neon Hearts,US-AMR-25-00052,5348,0.006,32.09,USD,Stream
2025-03,2025-03,YouTube Official Content,Switzerland,Electric Avenue,Electric Sunrise,8121913619393,Electric Sunrise,US-AMR-25-00091,3293,0.0044,14.49,USD,Stream
2025-01,2025-01,Apple Music,Israel,Wild Horizon,Wild Frontier,1182449353486,Final Pursuit,US-AMR-25-00110,1549,0.008,12.39,USD,Stream
2025-03,2025-03,Soundcloud,Germany,Neon Sky,Lights of Tomorrow,7868011280599,Future Lights,US-AMR-25-00114,5370,0.0047,25.24,USD,Stream
2025-03,2025-03,YouTube UGC,Netherlands,Wild Horizon,Roadside Ballads,3462475107993,Highway Song,US-AMR-25-00102,133,0.0013,0.17,USD,Creation
